# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 11 09:24:27 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%K2%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-52 b,K2-52,TIC 399155300,Gaia DR2 6049057713786919936,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,3.53505500,0.00001700,-0.00001600,0,0.054000,0.002000,-0.002000,0,18.000,2.200,-2.200,0,1.606,0.196,-0.196,0,,,,,,,,,,,,,,,,,,2004,184,-184,0,0,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,,7147.00,483.00,-506.00,0,2.19,0.28,-0.23,0,1.69,0.16,-0.14,0,0.055,0.154,-0.139,0,[Fe/H],3.98,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h26m26.74s,246.6114157,-24d58m11.81s,-24.9699462,1038.4100000,71.3700000,-62.8730000,15.9300000,0.0300000,-0.0300000,11.8530000,0.0190000,-0.0190000,15.2553000,0.0003760,-0.0003760,2019-01-28,2019-03,2019-01-31
K2-53 b,K2-53,TIC 49652731,Gaia DR2 6244643373326639360,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,12.20772000,0.00012300,-0.00011300,0,0.098000,0.001000,-0.001000,0,2.600,0.100,-0.100,0,0.232,0.009,-0.009,0,,,,,,,,,,,,,,,,,,665,13,-13,0,0,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,,5263.00,88.00,-86.00,0,0.81,0.02,-0.01,0,0.85,0.03,-0.04,0,-0.037,0.052,-0.053,0,[Fe/H],4.55,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m34.07s,244.1419684,-20d24m02.15s,-20.4005984,138.0180000,1.1400000,-1.1210000,12.6340000,0.0570000,-0.0570000,9.6640000,0.0210000,-0.0210000,12.1478000,0.0002540,-0.0002540,2019-01-28,2019-03,2019-01-31
K2-54 b,K2-54,TIC 12822545,Gaia DR2 2594546351459477760,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,9.78330000,0.00130000,-0.00120000,0,0.076100,0.001300,-0.001300,0,2.612,0.213,-0.191,0,0.233,0.019,-0.017,0,,,,,,,,,,0.240000,0.400000,-0.180000,0,,,,,560,45,-44,0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,3990.00,300.00,-300.00,0,0.64,0.03,-0.03,0,0.61,0.03,-0.03,0,-0.020,0.950,-0.990,0,[Fe/H],4.61,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h32m13.00s,338.0541631,-17d32m38.63s,-17.5440636,174.9550000,1.0145000,-1.0145000,14.5420000,0.1370000,-0.1370000,11.0750000,0.0430000,-0.0430000,13.9449000,0.0005020,-0.0005020,2024-11-20,2023-04,2024-11-20
K2-55 b,K2-55,TIC 437704321,Gaia DR2 6825931948041984256,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.84925800,0.00003300,-0.00003300,0,0.034860,0.000780,-0.000780,0,3.820,0.320,-0.320,0,0.341,0.029,-0.029,0,,,,,,,,,,,,,,115.00,24.00,-24.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4456.00,148.00,-148.00,0,0.63,0.05,-0.05,0,0.70,0.05,-0.05,0,,,,,,4.67,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m00.45s,333.7518786,-17d15m02.88s,-17.2508002,159.5220000,0.7300000,-0.7250000,13.5190000,0.0920000,-0.0920000,10.4710000,0.0250000,-0.0250000,13.0624000,0.0003860,-0.0003860,2016-07-14,2016-09,2016-07-18
K2-57 b,K2-57,TIC 146799150,Gaia DR2 2603155390066307456,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,9.00730000,0.00120000,-0.00110000,0,0.075200,0.001200,-0.001100,0,2.309,0.168,-0.135,0,0.206,0.015,-0.012,0,,,,,,,,,,0.250000,0.380000,-0.170000,0,,,,,636,7,-7,0,0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,4413.00,76.00,-76.00,0,0.67,0.02,-0.02,0,0.70,0.03,-0.03,0,0.080,0.200,-0.140,0,[Fe/H],4.63,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h50m46.04s,342.6918241,-14d04m12.00s,-14.0700007,264.2130000,2.0600000,-2.0290000,14.4140000,0.1030000,-0.1030000,11.6450000,0.0230000,-0.0230000,14.1038000,0.0004940,-0.0004940,2024-11-20,2023-04,2024-11-20
K2-58 b,K2-58,TIC 437703489,Gaia DR2 2599975224481836672,1,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,7.05254000,0.00032000,-0.00032000,0,0.069200,0.002100,-0.002100,0,2.680,0.370,-0.370,0,0.239,0.033,-0.033,0,,,,,,,,,,,,,,118.00,36.00,-36.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.00,255.00,-255.00,0,0.86,0.10,-0.10,0,0.89,0.08,-0.08,0,,,,,,4.52,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,1.4350000,-1.4130000,12.4150000,0.0570000,-0.0570000,10.2150000,0.0210000,-0.0210000,12.1319000,0.0004240,-0.0004240,2016-07-14,2016-09,2016-07-18
K2-58 c,K2-58,TIC 437703489,Gaia DR2 2599975224481836672,1,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.53726000,0.00017000,-0.00017000,0,0.035000,0.001100,-0.001100,0,1.620,0.230,-0.230,0,0.145,0.021,-0.021,0,,,,,,,,,,,,,,462.00,142.00,-142.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.00,255.00,-255.00,0,0.86,0.10,-0.10,0,0.89,0.08,-0.08,0,,,,,,4.52,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,1.4350000,-1.4130000,12.4150000,0.0570000,-0.0570000,10.2150000,0.0210000,-0.0210000,12.1319000,0.0004240,-0.0004240,2016-07-14,2016-09,2016-07-18
K2-58 d,K2-58,TIC 437703489,Gaia DR2 2599975224481836672,1,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,22.88270000,0.00400000,-0.00400000,0,0.151700,0.004600,-0.004600,0,1.710,0.250,-0.250,0,0.153,0.022,-0.022,0,,,,,,,,,,,,,,24.60,7.60,-7.60,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5413.00,255.00,-255.00,0,0.86,0.10,-0.10,0,0.89,0.08,-0.08,0,,,,,,4.52,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.7460000,1.4350000,-1.4130000,12.4150000,0.0570000,-0.0570000,10.2150000,0.0210000,-0.0210000,12.1319000,0.0004240,-0.0004240,2016-07-14,2016-09,2016-07-18
K2-59 b,K2-59,TIC 188570847,Gaia DR2 2597903091739512320,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,20.69210000,0.00330000,-0.00330000,0,0.135400,0.004300,-0.004300,0,2.410,0.310,-0.310,0,0.215,0.028,-0.028,0,,,,,,,,,,,,,,17.10,3.80,-3.80,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5055.00,93.00,-93.00,0,0.73,0.07,-0.07,0,0.77,0.07,-0.07,0,,,,,,4.59,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,3.5440000,-3.4670000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2016-07-14,2016-09,2016-07-18
K2-59 c,K2-59,TIC 188570847,Gaia DR2 2597903091739512320,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,11.29540000,0.00100000,-0.00100000,0,0.090500,0.002800,-0.002800,0,2.300,0.290,-0.290,0,0.205,0.026,-0.026,0,,,,,,,,,,,,,,38.30,8.40,-8.40,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5055.00,93.00,-93.00,0,0.73,0.07,-0.07,0,0.77,0.07,-0.07,0,,,,,,4.59,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.3130000,3.5440000,-3.4670000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2016-07-14,2016-09,2016-07-18
K2-6 b,K2-6,TIC 446672575,Gaia DR2 3794479262419500160,1,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,30.94191000,0.00467000,-0.00467000,0,0.189800,0.005600,-0.005600,0,2.500,0.880,-0.880,0,0.223,0.079,-0.079,0,,,,,,,,,,,,,,,,,,615,105,-105,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5850.00,79.00,-98.00,0,0.96,0.14,-0.09,0,0.97,0.07,-0.07,0,-0.140,0.170,-0.200,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.8190000,6.4580000,-6.2100000,12.6600000,0.0690000,-0.0690000,11.0690000,0.0200000,-0.0200000,12.5018000,0.0001810,-0.0001810,2015-07-13,2015-08,2015-07-16
K2-60 b,K2-60,TIC 206284139,Gaia DR2 2597973387468989568,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,3.00265000,0.00004000,-0.00004000,0,0.045000,0.003000,-0.003000,0,7.656,0.415,-0.415,0,0.683,0.037,-0.037,0,135.39558,11.75971,-11.75971,0,0.42600,0.03700,-0.03700,0,Mass,0.000000,,,0,,,,,1400,50,-50,0,0,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,G4 V,5500.00,100.00,-100.00,0,1.12,0.05,-0.05,0,0.97,0.07,-0.07,0,0.010,0.110,-0.110,0,[Fe/H],4.07,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.8700000,11.4700000,-10.9690000,12.8570000,0.0570000,-0.0570000,10.9930000,0.0210000,-0.0210000,12.6108000,0.0003140,-0.0003140,2017-01-31,2017-03,2017-02-02
K2-61 b,K2-61,TIC 402314147,Gaia DR2 2598309945401588224,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.57302000,0.00020000,-0.00020000,0,0.039200,0.002400,-0.002400,0,2.480,0.790,-0.790,0,0.221,0.070,-0.070,0,,,,,,,,,,,,,,1686.00,1125.00,-1125.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6293.00,338.00,-338.00,0,1.36,0.41,-0.41,0,1.21,0.22,-0.22,0,,,,,,4.25,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h38m41.96s,339.6748444,-13d33m36.16s,-13.5600447,405.7320000,8.4130000,-8.0830000,13.1730000,0.0800000,-0.0800000,11.3850000,0.0240000,-0.0240000,12.8575000,0.0004040,-0.0004040,2016-07-14,2016-09,2016-07-18
K2-62 b,K2-62,TIC 434094657,Gaia DR2 2612830229101544704,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,6.67202000,0.00028000,-0.00028000,0,0.063600,0.001400,-0.001400,0,2.140,0.210,-0.210,0,0.191,0.019,-0.019,0,,,,,,,,,,,,,,66.00,15.00,-15.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4880.00,216.00,-216.00,0,0.73,0.05,-0.05,0,0.77,0.05,-0.05,0,,,,,,4.60,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776,112.4670000,0.4910000,-0.4870000,12.3910000,0.0800000,-0.0800000,9.6880000,0.0230000,-0.0230000,12.0433000,0.0002470,-0.0002470,2016-07-14,2016-09,2016-07-18
K2-62 c,K2-62,TIC 434094657,Gaia DR2 2612830229101544704,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,16.19660000,0.00120000,-0.00120000,0,0.114800,0.002500,-0.002500,0,2.140,0.220,-0.220,0,0.191,0.020,-0.020,0,,,,,,,,,,,,,,20.50,4.70,-4.70,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4880.00,216.00,-216.00,0,0.73,0.05,-0.05,0,0.77,0.05,-0.05,0,,,,,,4.60,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h17m27.48s,334.3645089,-12d11m14.92s,-12.1874776,112.4670000,0.4910000,-0.4870000,12.3910000,0.0800000,-0.0800000,9.6880000,0.0230000,-0.0230000,12.0433000,0.0002470,-0.0002470,2016-07-14,2016-09,2016-07-18
K2-63 b,K2-63,TIC 437699592,Gaia DR2 2612881429407251328,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,20.25700000,0.00720000,-0.00720000,0,0.162700,0.009700,-0.009700,0,3.220,0.990,-0.990,0,0.287,0.088,-0.088,0,,,,,,,,,,,,,,188.00,120.00,-120.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6771.00,303.00,-303.00,0,1.63,0.48,-0.48,0,1.40,0.25,-0.25,0,,,,,,4.15,0.19,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429,517.5340000,22.2910000,-20.5510000,12.9800000,0.0920000,-0.0920000,11.2740000,0.0220000,-0.0220000,12.7269000,0.0002620,-0.0002620,2016-07-14,2016-09,2016-07-18
K2-63 c,K2-63,TIC 437699592,Gaia DR2 2612881429407251328,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,25.45560000,0.00470000,-0.00470000,0,0.189000,0.011000,-0.011000,0,3.900,1.200,-1.200,0,0.348,0.107,-0.107,0,,,,,,,,,,,,,,139.00,88.00,-88.00,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6771.00,303.00,-303.00,0,1.63,0.48,-0.48,0,1.40,0.25,-0.25,0,,,,,,4.15,0.19,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h13m42.43s,333.4267738,-12d03m58.83s,-12.0663429,517.5340000,22.2910000,-20.5510000,12.9800000,0.0920000,-0.0920000,11.2740000,0.0220000,-0.0220000,12.7269000,0.0002620,-0.0002620,2019-04-01,2016-09,2019-03-28
